ID:,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests
36915,1,342,2015,9,24,2,4,2,0,0,0,1,0,0,2,0,170,0,0
36916,0,4,2015,8,14,2,6,2,0,0,0,0,0,0,0,0,95.13,0,1
36917,0,0,2015,8,19,0,3,2,0,0,0,0,0,1,0,0,124,0,0
36918,0,3,2015,8,20,0,2,2,0,0,0,0,0,0,0,0,106,0,1
36919,0,180,2015,8,16,2,5,1,0,0,0,0,0,0,0,0,49.74,0,0
36920,0,196,2015,8,16,2,5,2,0,0,0,0,0,0,0,0,55.96,0,2
36921,0,177,2015,8,19,0,4,2,0,0,0,0,0,0,0,0,76.5,0,2
36922,0,177,2015,8,19,0,4,2,0,0,0,0,0,0,0,0,76.5,0,2
36923,0,196,2015,8,16,2,5,2,0,0,0,0,0,0,0,0,55.96,0,2
36924,0,200,2015,8,22,0,1,2,0,0,0,0,0,0,0,0,76.5,0,3
36925,0,200,2015,8,22,0,1,2,0,0,0,0,0,0,0,0,76.5,0,3
36926,0,0,2015,8,11,2,10,0,0,0,0,0,0,11,0,0,0,0,0
36927,0,1,2015,8,23,1,0,1,0,0,0,0,0,0,0,0,67,0,0
36928,0,163,2015,8,19,2,4,2,0,0,0,0,0,0,0,0,76.5,0,2
36929,0,1,2015,8,20,2,3,2,0,0,0,0,0,0,0,0,113.6,0,2
36930,0,0,2015,8,23,2,0,2,0,0,0,0,0,0,0,0,98,0,0
36931,0,0,2015,8,22,2,1,2,0,0,0,0,0,0,0,0,106.67,0,0
36932,0,53,2015,8,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0
36933,0,4,2015,8,23,2,1,1,0,0,0,0,0,1,0,0,0,0,1
36934,0,207,2015,8,21,2,3,2,0,0,0,0,0,0,0,0,76.5,1,2
36935,0,207,2015,8,21,2,3,2,0,0,0,0,0,0,0,0,76.5,0,3
36936,0,3,2015,8,24,1,1,2,2,0,0,0,0,0,0,0,156,0,0
36937,0,0,2015,8,25,0,1,2,1,0,0,0,0,0,0,0,97,0,0
36938,0,171,2015,8,20,2,5,2,0,0,0,0,0,0,0,0,76.5,0,0
36939,0,0,2015,8,26,0,1,1,0,0,0,0,0,0,0,0,0,0,1
36940,0,0,2015,8,26,0,1,1,0,0,0,0,0,0,0,0,0,0,1
36941,0,0,2015,8,24,1,2,2,0,0,0,0,0,1,0,0,67.5,0,0
36942,0,0,2015,8,26,0,1,0,0,0,0,0,0,0,0,0,0,0,2
36943,0,0,2015,8,26,0,1,2,2,0,0,0,0,0,0,0,156,0,2
36944,0,0,2015,8,27,0,1,0,0,0,1,0,0,0,0,0,0,0,2
36945,0,0,2015,8,27,0,1,2,2,0,1,0,0,0,0,0,156,0,2
36946,0,0,2015,8,28,0,2,2,0,0,1,0,2,2,0,0,78,0,2
36947,0,0,2015,8,28,0,2,2,0,0,1,0,2,0,0,0,78,0,2
36948,0,22,2015,8,26,0,2,1,0,0,0,0,0,0,0,0,65,0,0
36949,0,0,2015,10,27,0,2,1,0,0,1,0,1,1,0,0,65,0,0
36950,0,22,2015,8,26,0,2,1,0,0,0,0,0,0,0,0,65,0,0
36951,0,0,2015,10,27,0,2,1,0,0,1,0,1,2,0,0,65,0,0
36952,0,188,2015,8,23,2,3,2,0,0,0,0,0,0,0,0,89.25,0,1
36953,0,179,2015,8,23,2,3,2,0,0,0,0,0,0,0,0,76.5,0,1
36954,0,4,2015,8,27,0,1,2,2,0,0,0,0,0,0,0,153,0,1
36955,0,176,2015,8,25,0,4,2,0,0,0,0,0,0,0,0,49.58,0,0
36956,0,227,2015,8,17,3,9,2,0,0,0,0,0,0,0,0,76.5,0,3
36957,0,0,2015,8,28,0,2,2,0,0,0,0,0,0,0,0,106,0,1
36958,0,0,2015,8,28,0,2,2,0,0,0,0,0,0,0,0,106,0,1
36959,0,0,2015,8,27,0,3,2,2,0,0,0,0,2,0,0,161.33,0,0
36960,0,0,2015,8,28,0,2,2,0,0,0,0,0,0,0,0,106,0,1
36961,0,0,2015,8,28,0,2,2,0,0,0,0,0,0,0,0,106,0,1
36962,0,1,2015,8,25,0,5,2,0,0,0,0,0,3,0,0,100.8,0,0
36963,0,10,2015,8,28,1,2,2,0,0,0,0,0,0,0,0,79,0,1
36964,0,14,2015,9,1,0,1,2,0,0,0,0,0,0,0,0,105,0,2
36965,1,1,2015,9,4,0,1,2,0,0,1,1,0,0,0,0,108,0,0
36966,0,5,2015,9,1,0,2,2,0,0,0,0,0,0,0,0,105,0,0
36967,1,327,2015,9,9,2,4,2,0,0,0,1,0,0,0,0,117,0,0
36968,0,0,2015,8,25,2,7,1,0,0,0,0,0,2,0,0,0,0,0
36969,0,183,2015,9,1,0,3,2,0,0,0,0,0,0,0,0,93.5,0,1
36970,0,5,2015,8,31,1,3,2,0,0,0,0,0,0,0,0,105.25,0,1
36971,0,243,2015,9,1,0,3,2,0,0,0,0,0,0,0,0,65.29,0,0
36972,0,179,2015,8,31,1,3,1,0,0,0,0,0,0,0,0,77.56,0,1
36973,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36974,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36975,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36976,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36977,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36978,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36979,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36980,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36981,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36982,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36983,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36984,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36985,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36986,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36987,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36988,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36989,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36990,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36991,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36992,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36993,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36994,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36995,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36996,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36997,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36998,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
36999,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
37000,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
37001,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
37002,1,262,2015,11,9,1,2,2,0,0,0,1,0,0,2,0,62.8,0,0
37003,0,1,2015,9,3,0,2,1,0,0,0,0,0,0,0,0,123.5,0,0
37004,0,1,2015,9,3,0,2,1,0,0,0,0,0,0,0,0,123.5,0,0
37005,0,24,2015,9,3,0,2,2,0,0,0,0,0,0,0,0,80.85,0,1
37006,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37007,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37008,0,219,2015,9,4,0,1,1,0,0,0,0,0,1,0,0,84,0,0
37009,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37010,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37011,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37012,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37013,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37014,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37015,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37016,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37017,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37018,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37019,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37020,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37021,0,219,2015,9,4,0,1,2,0,0,0,0,0,0,0,0,108,0,0
37022,0,219,2015,9,4,0,1,2,0,0,0,0,0,3,0,0,108,0,0
37023,0,219,2015,9,4,0,1,1,0,0,0,0,0,1,0,0,84,0,0
37024,0,219,2015,9,4,0,1,1,0,0,0,0,0,1,0,0,84,0,0
37025,0,45,2015,9,3,0,2,2,0,0,0,0,0,0,0,0,94.5,0,1
37026,0,8,2015,9,1,0,4,2,2,0,0,0,0,0,0,0,159.75,0,2
37027,0,1,2015,9,3,0,3,2,0,0,0,0,0,0,0,0,130.33,0,0
37028,0,191,2015,9,2,0,4,2,0,0,0,0,0,0,0,0,93.5,0,1
37029,0,0,2015,9,5,0,1,2,0,0,0,0,0,0,0,0,143,0,2
37030,0,17,2015,9,3,0,3,1,1,0,0,0,0,0,0,0,89.25,0,1
37031,0,17,2015,9,3,0,3,2,0,0,0,0,0,0,0,0,89.25,0,1
37032,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37033,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,1
37034,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37035,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37036,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37037,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37038,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37039,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37040,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37041,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37042,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37043,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37044,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37045,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37046,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37047,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37048,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37049,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37050,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37051,0,219,2015,9,4,1,2,1,0,0,0,0,0,1,0,0,76.67,0,0
37052,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37053,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37054,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37055,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37056,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37057,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37058,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,1
37059,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37060,0,0,2015,9,5,1,1,2,0,0,0,0,0,0,0,0,147.5,0,0
37061,0,0,2015,9,4,1,2,2,0,0,0,0,0,0,0,0,66.13,0,0
37062,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37063,0,219,2015,9,4,1,2,1,0,0,0,0,0,0,0,0,76.67,0,0
37064,0,17,2015,9,5,2,1,1,0,0,0,0,0,0,0,0,69.49,0,0
37065,0,0,2015,9,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0
37066,0,188,2015,9,6,2,0,2,0,0,0,0,0,0,0,0,102.5,1,1
37067,0,5,2015,9,6,2,0,1,0,0,0,0,0,1,0,0,171,1,0
37068,0,219,2015,9,4,2,3,1,0,0,0,0,0,1,0,0,74,0,0
37069,0,219,2015,9,4,2,3,1,0,0,0,0,0,2,0,0,74,0,0
37070,0,30,2015,9,6,2,1,1,0,0,0,0,0,0,0,0,65,0,0
37071,0,40,2016,3,13,2,1,1,0,0,1,0,1,1,0,0,65,0,0
37072,0,31,2016,11,13,2,2,2,0,0,1,0,2,1,0,0,77,1,0
37073,0,18,2016,12,11,2,1,1,0,0,1,0,3,0,0,0,67,1,0
37074,0,30,2015,9,6,2,1,1,0,0,0,0,0,0,0,0,65,0,0
37075,0,40,2016,3,13,2,1,1,0,0,1,0,1,1,0,0,67,0,0
37076,0,31,2016,11,13,2,2,1,0,0,1,0,2,1,0,0,67,1,0
37077,0,18,2016,12,11,2,1,1,0,0,1,0,3,0,0,0,67,1,0
37078,0,1,2017,5,3,0,1,1,0,0,1,0,4,0,0,0,67,1,0
37079,1,256,2015,9,14,1,2,1,0,0,0,1,0,1,0,0,74,0,0
37080,0,219,2015,9,4,2,3,1,0,0,0,0,0,2,0,0,74,0,0
37081,1,342,2015,9,24,2,4,2,0,0,0,1,0,0,2,0,170,0,0
37082,0,0,2015,9,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0
37083,0,1,2015,9,15,0,1,1,0,0,1,0,1,0,0,0,0,0,0
37084,0,0,2015,9,22,0,1,2,0,0,1,0,2,1,0,0,0,0,0
37085,0,3,2015,10,12,1,1,2,0,0,1,0,3,1,0,0,0,0,0
37086,0,2,2015,10,21,0,1,2,0,0,1,0,4,0,0,0,0,0,1
37087,1,0,2015,10,28,0,2,2,0,0,1,0,5,0,0,0,0,0,1
37088,0,0,2015,11,4,0,0,1,0,0,1,1,5,0,0,0,0,0,0
37089,0,1,2015,11,12,0,1,2,0,0,1,1,6,0,0,0,0,0,1
37090,1,0,2015,11,18,0,1,1,0,0,1,1,7,0,0,0,0,0,0
37091,0,4,2015,12,11,0,1,2,0,0,1,2,7,0,0,0,0,0,1
37092,0,0,2015,12,16,0,1,2,0,0,1,2,8,1,0,0,0,0,1
37093,0,0,2016,1,7,0,1,2,0,0,1,2,9,0,0,0,0,0,1
37094,1,0,2016,1,19,0,1,1,0,0,1,2,10,0,0,0,0,0,1
37095,0,0,2016,1,20,0,1,2,0,0,1,3,10,1,0,0,0,0,1
37096,0,0,2016,2,10,0,1,1,0,0,1,3,11,0,0,0,0,0,1
37097,0,0,2016,2,17,0,1,2,0,0,1,3,12,0,0,0,0,0,1
37098,0,1,2016,3,1,0,2,1,0,0,1,3,13,0,0,0,0,0,1
37099,0,0,2016,3,9,0,1,2,0,0,1,3,14,0,0,0,0,0,1
37100,1,0,2016,3,21,1,1,1,0,0,1,3,15,0,0,0,0,0,1
37101,0,0,2016,5,4,0,1,1,0,0,1,4,15,0,0,0,0,0,1
37102,0,1,2016,5,17,0,1,1,0,0,1,4,16,0,0,0,0,0,1
37103,0,0,2016,6,7,0,1,1,0,0,1,4,17,0,0,0,0,0,1
37104,0,0,2016,10,25,0,1,1,0,0,1,4,18,0,0,0,0,0,1
37105,0,9,2016,12,10,0,1,2,0,0,1,4,19,0,0,0,0,0,1
37106,0,0,2016,12,19,1,1,2,0,0,1,4,20,1,0,0,0,0,2
37107,1,343,2015,9,25,2,3,2,0,0,0,1,0,1,2,0,170,0,0
37108,1,343,2015,9,25,2,3,2,0,0,0,1,0,1,2,0,170,0,0
37109,1,343,2015,9,25,2,3,2,0,0,0,1,0,1,2,0,170,0,0
37110,1,343,2015,9,25,2,3,2,0,0,0,1,0,2,2,0,170,0,0
37111,0,0,2015,9,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0
37112,1,344,2015,9,26,0,1,1,0,0,0,1,0,1,2,0,170,0,0
37113,1,344,2015,9,26,0,1,1,0,0,0,1,0,1,2,0,170,0,0
37114,1,344,2015,9,26,0,1,1,0,0,0,1,0,1,2,0,170,0,0
37115,0,0,2015,9,9,0,1,1,0,0,0,0,0,0,0,0,147,0,0
37116,0,219,2015,9,4,2,4,1,0,0,0,0,0,1,0,0,78.33,0,0
37117,0,209,2015,9,6,2,2,2,0,0,0,0,0,0,0,0,89.2,0,0
37118,1,263,2015,9,21,1,0,1,0,0,0,1,0,1,0,0,59.5,0,0
37119,1,0,2015,9,10,0,1,2,0,0,1,0,0,0,0,0,152,0,0
37120,0,0,2015,9,10,0,1,2,0,0,0,0,0,0,0,0,152,0,0
37121,0,0,2015,9,10,0,1,1,0,0,0,0,0,0,0,0,70,0,0
37122,1,40,2015,10,3,1,1,2,0,0,0,1,0,0,0,0,117.67,0,1
37123,0,12,2015,9,7,1,3,2,0,0,0,0,0,0,0,0,77.57,0,1
37124,0,0,2015,9,10,0,1,2,0,0,0,0,0,0,0,0,114,0,0
37125,0,4,2015,9,8,0,4,2,0,0,0,0,0,0,0,0,124,0,1
37126,1,56,2015,11,6,1,2,2,0,0,0,1,0,0,0,0,110.7,0,1
37127,0,1,2015,9,10,0,2,2,0,0,0,0,0,0,0,0,124,0,0
37128,1,34,2015,10,15,0,3,2,0,0,0,1,0,0,0,0,108.9,0,0
37129,0,0,2015,9,10,0,2,2,0,0,0,0,0,1,0,0,152,0,0
37130,1,37,2015,10,18,2,3,1,0,0,0,1,0,0,0,0,94.5,0,1
37131,0,195,2015,9,7,1,5,2,0,0,0,0,0,1,0,0,89.25,0,1
37132,0,3,2015,9,12,0,1,2,0,0,0,0,0,0,0,0,0,0,1
37133,0,3,2015,9,12,0,1,2,0,0,0,0,0,0,0,0,0,0,0
37134,0,8,2015,9,9,0,4,2,0,0,0,0,0,0,0,0,54.75,0,0
37135,0,0,2015,9,11,0,2,2,0,0,0,0,0,0,0,0,114,1,0
37136,0,1,2015,9,11,0,2,1,0,0,0,0,0,0,0,0,98,0,0
37137,0,0,2015,9,11,0,2,2,0,0,0,0,0,1,0,0,147,0,0
37138,0,1,2015,9,13,1,0,2,0,0,0,0,0,1,0,0,114,0,0
37139,0,3,2015,9,13,1,0,2,0,0,0,0,0,0,0,0,126,0,1
37140,1,4,2015,9,16,0,4,2,2,0,0,1,0,0,0,0,224.5,0,2
37141,0,0,2015,9,13,1,0,2,0,0,0,0,0,0,0,0,114,0,0
37142,0,0,2015,9,13,1,0,2,0,0,0,0,0,0,0,0,114,0,0
37143,1,28,2015,10,8,0,2,2,0,0,0,1,0,0,0,0,113.3,0,1
37144,0,0,2015,9,12,1,1,2,0,0,0,0,0,0,0,0,126,0,0
37145,0,5,2015,9,7,2,5,2,0,0,0,0,0,0,0,0,114.43,0,0
37146,0,256,2015,9,14,0,0,2,0,0,0,0,0,2,0,0,0,0,0
37147,1,5,2015,9,17,1,3,2,0,0,0,1,0,0,0,0,155,0,1
37148,1,5,2015,9,17,0,1,1,0,0,0,1,0,0,0,0,158,0,1
37149,1,5,2015,9,17,0,1,1,0,0,0,1,0,0,0,0,158,0,1
37150,1,5,2015,9,17,0,1,2,0,0,0,1,0,0,0,0,174,0,2
37151,1,5,2015,9,17,0,1,2,0,0,0,1,0,0,0,0,164,0,1
37152,0,0,2015,9,14,1,0,1,0,0,0,0,0,1,0,0,118,0,0
37153,1,8,2015,9,22,0,2,2,0,0,0,1,0,1,0,0,136,0,1
37154,1,31,2015,10,15,0,3,2,0,0,0,1,0,0,0,0,111,0,1
37155,0,0,2015,9,14,1,0,2,0,0,0,0,0,0,0,0,111.2,0,0
37156,0,3,2015,9,14,1,0,2,0,0,0,0,0,0,0,0,126,0,1
37157,0,1,2015,9,14,1,0,1,0,0,0,0,0,0,0,0,70,0,0
37158,0,2,2015,9,12,2,1,2,0,0,0,0,0,0,0,0,138.67,0,1
37159,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,0
37160,0,327,2015,9,9,2,4,1,0,0,0,0,0,1,0,0,76,0,0
37161,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,1
37162,0,327,2015,9,9,2,4,1,0,0,0,0,0,1,0,0,76,0,0
37163,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,0
37164,0,327,2015,9,9,2,4,1,0,0,0,0,0,1,0,0,76,0,0
37165,0,4,2015,9,14,1,0,1,0,0,0,0,0,0,0,0,120,0,3
37166,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,0
37167,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,0
37168,0,190,2015,9,8,2,5,2,0,0,0,0,0,0,0,0,93.5,0,1
37169,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,0
37170,0,0,2015,9,14,1,0,2,0,0,0,0,0,1,0,0,133,0,0
37171,1,18,2015,10,3,2,5,1,0,0,1,1,0,0,0,0,78.17,0,0
37172,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,0
37173,1,69,2015,11,19,1,3,2,0,0,0,1,0,0,0,0,98,0,0
37174,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,0
37175,0,327,2015,9,9,2,4,1,0,0,0,0,0,1,0,0,76,0,0
37176,0,327,2015,9,9,2,4,1,0,0,0,0,0,1,0,0,0,0,0
37177,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,1
37178,1,6,2015,9,18,0,2,2,0,0,0,1,0,0,0,0,155,0,1
37179,0,0,2015,9,14,1,0,1,0,0,0,0,0,0,0,0,128,0,0
37180,1,10,2015,9,21,3,6,2,0,0,0,1,0,0,0,0,138.66,0,1
37181,1,7,2015,9,21,1,3,2,0,0,0,1,0,0,0,0,92.17,0,1
37182,0,327,2015,9,9,2,4,2,0,0,0,0,0,0,0,0,88,0,0
37183,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,0,0,0,0,0
37184,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37185,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37186,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37187,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37188,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37189,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37190,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37191,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37192,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37193,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37194,1,6,2015,9,20,2,0,2,0,0,0,1,0,0,2,0,100,0,0
37195,1,6,2015,9,20,2,0,1,0,0,0,1,0,0,2,0,90,0,0
37196,1,6,2015,9,20,2,0,1,0,0,0,1,0,0,2,0,90,0,0
37197,1,6,2015,9,20,2,0,1,0,0,0,1,0,0,2,0,90,0,0
37198,1,6,2015,9,20,2,0,1,0,0,0,1,0,0,2,0,90,0,0
37199,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37200,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37201,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37202,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37203,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37204,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37205,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37206,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37207,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37208,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37209,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37210,1,5,2015,9,20,2,0,2,0,0,1,1,0,0,2,0,100,0,0
37211,1,5,2015,9,20,2,0,1,0,0,1,1,0,0,2,0,90,0,0
37212,0,1,2015,9,11,2,3,2,0,0,0,0,0,0,0,0,148.8,0,1
37213,0,0,2015,9,12,2,2,1,0,0,0,0,0,0,0,0,114,0,0
37214,0,0,2015,9,15,0,1,2,0,0,0,0,0,0,0,0,145,0,1
37215,1,37,2015,10,18,2,2,2,0,0,0,1,0,0,0,0,103.5,0,2
37216,1,37,2015,10,18,2,2,2,0,0,0,1,0,0,0,0,103.5,0,2
37217,0,0,2015,9,14,1,1,2,0,0,0,0,0,0,0,0,145,0,0
37218,1,49,2015,10,31,2,5,2,0,0,0,1,0,0,0,0,102.99,0,2
37219,0,0,2015,9,15,0,1,2,0,0,0,0,0,0,0,0,155,0,2
37220,1,80,2015,12,4,2,2,2,0,0,0,1,0,1,0,0,110.2,0,0
37221,1,43,2015,10,23,2,3,2,0,0,0,1,0,0,0,0,105.12,0,2
37222,0,0,2015,9,15,0,1,2,0,0,0,0,0,0,0,0,133,0,0
37223,0,0,2015,9,15,0,1,1,0,0,0,0,0,1,0,0,95,0,0
37224,0,0,2015,9,15,0,1,1,0,0,0,0,0,0,0,0,95,0,0
37225,1,35,2015,10,17,1,1,2,0,0,0,1,0,0,0,0,107.55,0,2
37226,1,5,2015,9,19,0,1,1,0,0,0,1,0,0,0,0,139,0,1
37227,1,4,2015,9,20,2,3,2,0,0,1,1,0,0,0,0,133,0,1
37228,1,9,2015,9,24,0,3,2,0,0,0,1,0,0,0,0,171.33,0,1
37229,1,9,2015,9,24,0,3,2,0,0,0,1,0,0,0,0,171.33,0,1
37230,1,4,2015,9,16,0,3,2,0,0,0,0,0,0,0,0,147.6,0,1
37231,0,0,2015,9,16,0,1,1,0,0,0,0,0,0,0,0,190,0,0
37232,0,256,2015,9,14,1,2,1,0,0,0,0,0,1,0,0,0,0,0
37233,0,256,2015,9,14,1,2,2,0,0,0,0,0,0,0,0,76.67,0,0
37234,0,256,2015,9,14,1,2,2,0,0,0,0,0,0,0,0,76.67,0,0
37235,0,256,2015,9,14,1,2,2,0,0,0,0,0,0,0,0,76.67,0,0
37236,0,256,2015,9,14,1,2,2,0,0,0,0,0,0,0,0,76.67,0,0
37237,0,256,2015,9,14,1,2,2,0,0,0,0,0,0,0,0,76.67,0,0
